CUSTOMER_ID,FIRST_NAME,LAST_NAME,CUSTOMER_TYPE,TAX_ID,DATE_OF_BIRTH,EMAIL,PHONE,ADDRESS,CREATED_AT
CUST_000060,Caldwell-Lopez,,BUSINESS,80-3770370,,thomasboyle@example.org,563-274-5499x045,"2684 Danielle Hill Suite 933, South Eric, WA 79896",2025-12-19T14:26:20.486491
CUST_000061,Perry-Dunn,,BUSINESS,37-4374754,,ztodd@example.net,339.218.7851,"822 Bond Mills, Lake Jamieshire, NM 12420",2025-11-01T14:26:20.486677
CUST_000062,"Griffin, Brown and Anderson",,BUSINESS,95-7264956,,dbryant@example.net,340.264.0391x065,"USS Andersen, FPO AA 04660",2025-06-25T14:26:20.486864
CUST_000063,Ortiz-Mack,,BUSINESS,25-5159166,,ybrooks@example.com,(261)282-5128x6823,"Unit 7868 Box 6337, DPO AA 20833",2026-01-29T14:26:20.486988
CUST_000064,Joshua,Pineda,PERSON,743-98-1849,1942-11-26,bmendez@example.org,211.890.7903,"28439 Ray Trail, Joelberg, TN 68822",2025-10-05T14:26:20.487170
CUST_000065,Jeffrey,Turner,PERSON,063-72-9694,2000-07-13,conniesimmons@example.com,8564856624,"34270 Faulkner Point Apt. 634, West Deborah, NV 49138",2025-01-22T14:26:20.487377
CUST_000066,Christopher,Hardy,PERSON,196-07-4399,1966-05-11,russojacob@example.net,001-583-873-5403x3173,"PSC 8546, Box 7854, APO AA 47640",2025-01-22T14:26:20.487521
CUST_000067,William,Crawford,PERSON,101-93-7693,1992-07-02,robin55@example.com,8936204899,"69378 Scott View Suite 772, Garyside, NM 24624",2026-09-09T14:26:20.487695
CUST_000068,Sabrina,Weaver,PERSON,658-08-8585,1943-01-05,landryelizabeth@example.org,(923)212-0387x50997,"08484 Wayne Square Suite 211, East James, NC 33585",2024-09-22T14:26:20.487893
CUST_000069,Lisa,Adams,PERSON,407-11-6113,2005-12-11,scunningham@example.org,910-816-6687x0021,"180 Jason Ways Suite 401, Rachelshire, TN 04813",2026-01-25T14:26:20.488067
CUST_000070,Harry,Jefferson,PERSON,017-27-9618,1950-07-08,thickman@example.org,001-739-268-5621,"59996 Johnson Groves, Henrystad, OH 49708",2026-08-15T14:26:20.488259
CUST_000071,Lopez-Willis,,BUSINESS,19-9626108,,nmiller@example.com,711.342.6265,"5412 Jacob Mission Suite 101, Angelamouth, VI 50994",2026-01-16T14:26:20.488437
CUST_000072,Carter Group,,BUSINESS,95-9143903,,hardyanita@example.org,001-982-462-2444,"6471 King Gateway Suite 993, Rodriguezport, AL 52365",2026-02-09T14:26:20.488626
CUST_000073,Martin,Oliver,PERSON,824-43-7213,1963-06-22,kevinmorrison@example.net,575.726.5479,"1939 Erin Plaza Apt. 737, Marieland, GU 54128",2025-02-09T14:26:20.488823
CUST_000074,"Porter, Schultz and Allen",,BUSINESS,41-8935169,,jennifermccormick@example.org,397.396.8868x058,"90965 Rodriguez Courts Suite 388, South Neil, NH 89571",2025-07-27T14:26:20.489072
CUST_000075,Brianna,Mason,PERSON,354-04-7910,1947-10-27,fknapp@example.org,001-925-745-7387x5717,"105 Erica Expressway, New Greg, GA 43884",2026-06-12T14:26:20.489245
CUST_000076,Anita,Mullen,PERSON,238-52-3023,1953-05-21,vfoster@example.net,379.366.0334,"5371 Lambert Overpass, Candicefurt, OR 15473",2024-11-11T14:26:20.489425
CUST_000077,Bell-Ellis,,BUSINESS,55-8106470,,lisamccarthy@example.com,+1-891-825-1341x252,"2782 Tracy Dam Apt. 579, Port Michaeltown, NM 18396",2025-07-23T14:26:20.489628
CUST_000078,Ochoa PLC,,BUSINESS,16-2651177,,fortiz@example.com,001-677-421-9034x043,"819 Joseph Plains Suite 807, South Curtis, MP 86179",2026-07-16T14:26:20.489790
CUST_000079,Evans Inc,,BUSINESS,53-2833230,,fbaker@example.com,433-595-9629,"584 Mario Squares, Keithview, PR 67926",2026-01-05T14:26:20.489944
CUST_000080,Tricia,Shelton,PERSON,098-18-6744,2003-03-10,michelle22@example.org,(853)967-2946,"8457 Murphy Alley, Lake Teresastad, PR 08801",2026-03-06T14:26:20.490116
CUST_000081,"Sanders, Donaldson and Summers",,BUSINESS,27-8077999,,sadams@example.com,+1-992-297-5001,"7063 Nicole Hollow, Port Sarah, KY 12735",2026-03-13T14:26:20.490324
CUST_000082,"Ward, Miller and Beck",,BUSINESS,69-5191056,,brettgarrett@example.net,001-936-211-0371x293,"62713 Davis Valley Apt. 155, Derrickberg, SD 89254",2026-07-01T14:26:20.490568
CUST_000083,Jones PLC,,BUSINESS,80-2642635,,bishopfrank@example.com,001-732-869-7311x2196,"41389 Maxwell Spurs, Port Melanieport, IL 68363",2026-07-27T14:26:20.490746
CUST_000084,Catherine,Lopez,PERSON,402-38-0895,1994-01-04,troyrodriguez@example.com,+1-491-980-5526x9658,"USS Smith, FPO AE 02308",2026-06-13T14:26:20.490919
CUST_000085,Jose,Williams,PERSON,062-51-8301,1960-03-11,zhenderson@example.org,+1-788-892-4141x8328,"6303 Sandy Crescent, Salazarton, ME 87805",2026-03-30T14:26:20.491101
CUST_000086,"Barrett, Thompson and Smith",,BUSINESS,72-9075854,,jacquelinemartin@example.com,684.325.2410x56481,"79252 Ayala Ports Apt. 380, Port Michellebury, AZ 62336",2026-02-10T14:26:20.491347
CUST_000087,Reyes-Hernandez,,BUSINESS,17-3762152,,tranrobin@example.net,+1-263-453-6541x9518,"1744 Miller Motorway, West Jamesshire, WY 40335",2025-08-24T14:26:20.491556
CUST_000088,Jodi,Sanchez,PERSON,378-76-8084,2008-07-24,jessicapayne@example.org,(206)803-8505,"38367 Teresa Divide Suite 103, Haynesstad, NH 98529",2025-08-13T14:26:20.491763
CUST_000089,Carpenter PLC,,BUSINESS,68-5785687,,danafoster@example.net,001-706-723-4456,"32912 Frank Mountain, Richardside, MI 27716",2025-07-10T14:26:20.491929
CUST_000090,Parker-Baker,,BUSINESS,29-4185957,,davislindsey@example.com,001-690-635-2135x680,"67883 Steven Unions, North Alexander, MP 29636",2025-11-17T14:26:20.492127
CUST_000091,David,Colon,PERSON,382-88-1377,1980-04-23,samantha10@example.org,472.815.1070,"0662 Lewis Ferry Suite 472, New Christinebury, SD 39181",2026-07-19T14:26:20.492301
CUST_000092,Victor,Andrade,PERSON,491-08-1438,1959-09-26,robertday@example.net,780.865.7875,"9304 Lindsey Mountains, Katiebury, GA 13625",2025-10-30T14:26:20.492493
CUST_000093,John,Allen,PERSON,547-95-0917,1992-08-31,barbaramcgrath@example.com,(422)539-5590x599,"427 Christopher Fort Apt. 087, West Samanthaborough, AS 17604",2026-07-27T14:26:20.492691
CUST_000094,Love-Sellers,,BUSINESS,74-9910817,,brian29@example.net,(718)651-5691,"675 Jasmine Points, Jeffreyshire, GU 23484",2026-04-08T14:26:20.492856
CUST_000095,Nicholas,Gross,PERSON,302-17-2912,1990-04-09,xrosales@example.net,4297593917,"5215 Smith Fords, Lake Carlos, KS 14661",2025-04-14T14:26:20.493036
CUST_000096,Jennifer,Williams,PERSON,449-94-6876,2006-08-11,ysnyder@example.com,+1-261-679-3271,"15262 Amy Course Suite 997, South Sherriburgh, PA 57412",2026-03-10T14:26:20.493210
CUST_000097,Eric,Garcia,PERSON,211-25-6706,1988-02-14,donna43@example.org,8693872050,"10324 Thomas Crescent Suite 677, Christopherside, MS 24733",2025-01-15T14:26:20.493372
CUST_000098,Nathan,James,PERSON,192-58-0732,1958-08-13,rbaker@example.net,2218158693,"793 Evans Locks Apt. 898, North Stacy, NV 23160",2024-10-25T14:26:20.493555
CUST_000099,Stacy,Jackson,PERSON,217-25-2068,1943-08-12,mcneilryan@example.net,(794)651-1686,"998 Rodriguez Drive, New Brianna, WV 13634",2025-07-30T14:26:20.493757
CUST_000100,Sara,Hart,PERSON,104-37-8776,2000-07-23,pbaker@example.com,001-897-202-4629,"307 Prince Brooks Suite 444, Garrisonville, VI 30379",2025-02-10T14:26:20.493950
CUST_000101,Dennis,Mccann,PERSON,454-42-4415,1990-04-09,lopezjason@example.com,001-278-450-8214x8628,"30705 Joshua View, Wagnerville, TX 04506",2025-02-01T14:26:20.494155
CUST_000102,John,Burns,PERSON,457-23-7776,1980-08-14,max41@example.com,6608293333,"2290 Johnny Valley, Jenniferview, NE 49846",2024-12-21T14:26:20.494322
CUST_000103,Melissa,Stevens,PERSON,224-60-4951,1986-10-05,asilva@example.net,+1-658-699-4417x15454,"96520 Bright Green, Sullivanton, OR 93309",2025-07-14T14:26:20.494514
CUST_000104,"Cabrera, Cooper and Reeves",,BUSINESS,43-4426900,,qknox@example.com,542.782.4172x48251,"5549 Ford Crest Suite 099, South Pamelahaven, DE 89721",2024-10-31T14:26:20.494743
CUST_000105,Moreno-Gutierrez,,BUSINESS,40-5456272,,derrickgonzalez@example.com,001-772-252-1752,"29271 Christina Roads Suite 667, Smithside, ID 96269",2025-08-07T14:26:20.494955
CUST_000106,Nathan,Smith,PERSON,330-97-8701,1953-09-02,simsjohn@example.net,(642)916-8942x104,"2575 Frederick Valleys Suite 033, East Jessica, OR 66644",2024-10-29T14:26:20.495151
CUST_000107,Martinez Ltd,,BUSINESS,68-6304573,,brooksdanielle@example.net,+1-609-901-0016x761,"046 Elaine Groves, South Maria, CT 67555",2026-07-04T14:26:20.495317
CUST_000108,Jennifer,Wilson,PERSON,117-14-8155,1954-03-21,kimberlydecker@example.org,(264)320-8737x530,"PSC 9721, Box 8114, APO AP 30799",2025-06-04T14:26:20.495460
CUST_000109,Stephen,Madden,PERSON,271-60-0821,1947-07-01,morganphelps@example.com,+1-356-711-0022x55794,"66746 Marsh Run, North David, VA 08187",2026-07-03T14:26:20.495665
CUST_000110,Tina,Richard,PERSON,107-54-9679,1973-07-14,ywhite@example.com,+1-202-577-1670x145,"Unit 5889 Box 1637, DPO AA 87494",2025-04-16T14:26:20.495786
CUST_000111,"Davidson, Hernandez and Serrano",,BUSINESS,26-6855396,,smithsarah@example.net,872.817.5354x0838,"7971 West Crest, Mcgeetown, CT 53380",2026-07-08T14:26:20.496039
CUST_000112,Robert,Hawkins,PERSON,001-12-9900,2006-03-17,pamela83@example.net,+1-375-350-3758x99757,"55488 Park Cape, South Donald, VT 97823",2025-09-03T14:26:20.496212
CUST_000113,"Ortiz, King and Gonzalez",,BUSINESS,30-8351517,,conradphilip@example.com,451.960.9177,"697 Heather Extensions, North Paul, PA 79951",2025-03-09T14:26:20.496442
CUST_000114,Gordon-Cruz,,BUSINESS,88-9874152,,joshuastuart@example.com,522.669.8485x833,"288 Page Trace, Annashire, OK 87946",2026-09-08T14:26:20.496651
CUST_000115,"Butler, Adkins and Skinner",,BUSINESS,94-2737893,,natalie60@example.net,606-620-0342,"438 Michael Mission, New Mirandaside, VI 29901",2026-05-02T14:26:20.496849
CUST_000116,"Holland, Price and Dixon",,BUSINESS,24-2795765,,heather06@example.com,(558)500-4397x35989,"122 Nicholas Meadow, Angelaberg, GA 77045",2025-02-27T14:26:20.497048
CUST_000117,Meghan,Smith,PERSON,478-91-2537,1943-06-06,candice94@example.com,001-385-415-8328,"53355 Carter Terrace Suite 801, Seanbury, AZ 89964",2025-12-12T14:26:20.497226
CUST_000118,James-Hogan,,BUSINESS,87-4533779,,cruzamber@example.com,5857887704,"88013 Michelle Manors, East Amandachester, SD 09953",2025-09-30T14:26:20.497425
CUST_000119,Julie,Hernandez,PERSON,471-92-5435,1943-04-15,brownlaura@example.net,793-246-6766,"091 Jaclyn Cliffs, Sarahville, LA 90400",2024-10-13T14:26:20.497617
CUST_000120,Obrien-Campbell,,BUSINESS,74-9196204,,qjames@example.org,428.332.6842x4508,"814 Kaitlin Stream Suite 368, East Jack, RI 33628",2026-01-02T14:26:20.497797
CUST_000121,James,White,PERSON,819-73-0892,1998-08-09,enewman@example.com,+1-314-513-9755x23149,"9492 Aguirre Meadow Apt. 053, Lake Jodi, NE 36765",2026-06-14T14:26:20.497984
CUST_000122,Taylor-Quinn,,BUSINESS,45-1739653,,wford@example.com,281.229.1428x3411,"308 Stephens Plains Suite 256, Port Brittany, PR 38642",2026-09-13T14:26:20.498173
CUST_000123,Marshall PLC,,BUSINESS,26-5394880,,sanderswayne@example.net,492.982.7229,"USS Robinson, FPO AA 30876",2026-04-04T14:26:20.498318
CUST_000124,Baker and Sons,,BUSINESS,80-8175395,,barnettapril@example.com,(477)800-5184x4989,"184 Kaufman Fork Suite 557, Eatontown, NY 18715",2025-02-19T14:26:20.498509
CUST_000125,Scott,Hall,PERSON,527-83-4601,1955-02-04,ericguzman@example.org,+1-236-451-7773x92603,"80920 Jonathan Falls, Greeneshire, SC 02941",2026-05-25T14:26:20.498713
CUST_000126,Natalie,Luna,PERSON,842-37-1405,1955-06-10,kdillon@example.org,(592)892-9842x57991,"38862 Gregory Ridges, Port Amandaville, CO 63709",2024-10-09T14:26:20.498887
CUST_000127,Donna,Winters,PERSON,553-01-7070,1976-03-18,nancy86@example.org,865.699.1624x7314,"818 Nicholas Ford, Robertville, FL 56347",2025-03-07T14:26:20.499047
CUST_000128,Denise,King,PERSON,876-69-6940,1979-02-09,victoria63@example.com,+1-687-725-8874,"213 Logan Estates Apt. 386, Laurenton, GA 51501",2025-09-03T14:26:20.499220
CUST_000129,Tamara,Smith,PERSON,094-19-7728,2003-09-02,qdavis@example.org,(919)906-6984x902,"09883 Emily Lake Apt. 021, Kimberlystad, TN 52293",2025-07-03T14:26:20.499393
CUST_000130,Richard,Gonzalez,PERSON,016-95-1125,2003-03-20,jessica89@example.com,(343)393-7690x426,"84894 Church Port Suite 357, Mosleytown, NJ 15740",2026-08-05T14:26:20.499579
CUST_000131,Jones-Schultz,,BUSINESS,56-1669324,,ericahall@example.com,(958)780-4341x65182,"37333 Clark Flats Apt. 952, North Samanthafort, RI 01369",2025-09-15T14:26:20.499800
CUST_000132,Kathryn,Weaver,PERSON,044-62-6082,1982-12-01,kvillanueva@example.com,228.746.3920x8678,"1875 Alexander Fords, Carpentermouth, MN 80819",2024-10-18T14:26:20.499991
CUST_000133,Michelle,Lopez,PERSON,270-31-4414,1972-10-05,michael76@example.org,(855)864-7292x93143,"0267 Wendy Vista, Kristenport, KS 74181",2024-11-03T14:26:20.500153
CUST_000134,Michele,Williams,PERSON,102-89-2677,1944-10-17,thomas17@example.net,445-658-8450x61593,"716 Ford Drive Apt. 569, Sweeneyland, CO 21734",2025-09-19T14:26:20.500341
CUST_000135,Perez-Stewart,,BUSINESS,89-3592974,,jennifer96@example.com,359.587.6220x234,"17800 Warren Corner, West Christineland, SD 51598",2026-01-17T14:26:20.500521
CUST_000136,Kyle,Wright,PERSON,291-57-2072,1949-08-21,anthonyalvarado@example.com,878.648.7282x9979,"PSC 7831, Box 7456, APO AA 20911",2026-03-19T14:26:20.500665
CUST_000137,Smith-Mills,,BUSINESS,13-4009172,,mauriceharrison@example.org,001-577-840-6493x085,"3266 Jose Manors Apt. 894, Deborahside, AS 35736",2025-10-11T14:26:20.500867
CUST_000138,Lopez-Jones,,BUSINESS,95-5163555,,keithwalsh@example.net,349.673.5020x802,"031 Alexis Forge Suite 647, Steventon, MA 11016",2025-12-17T14:26:20.501067
CUST_000139,Megan,Lynn,PERSON,058-35-6430,1945-07-25,qwhite@example.com,3135673037,"2088 Jon Route Suite 350, North Joel, NE 43035",2024-09-28T14:26:20.501240
CUST_000140,Alexis,Bauer,PERSON,599-16-6485,1994-05-16,novakbianca@example.net,792.451.3271x9500,"73585 Quinn Brooks, Howardberg, KS 05676",2025-08-21T14:26:20.501455
CUST_000141,Todd,Kim,PERSON,302-70-8030,1953-08-13,amymorris@example.com,998-221-8274x485,"209 Parsons Garden Suite 186, New Felicia, WI 72782",2025-05-23T14:26:20.501665
CUST_000142,Eric,Campbell,PERSON,420-83-5277,1948-03-22,williamssharon@example.org,9316731096,"103 Hebert Village, South Laurieton, MN 73641",2026-02-24T14:26:20.501869
CUST_000143,"Hurley, Perry and Wood",,BUSINESS,54-6120253,,colonjoseph@example.org,001-514-413-8113x8633,"195 Park Meadow Apt. 228, Wagnerburgh, ND 79133",2026-01-26T14:26:20.502125
CUST_000144,Scott,Gomez,PERSON,323-71-5320,1998-02-28,bduran@example.net,293-698-3684x57760,"0433 Smith View, Samanthahaven, OH 75299",2026-08-23T14:26:20.502317
